KIC|P13|G|2MASS|GLAT|GLON|Teffc|e_Teffc|Teff|e_Teff|Dnu|e_Dnu|numax|e_numax|Notes|Teff1|e_Teff1|[M/H]1|e_[M/H]1|M1|E_M1|e_M1|R1|E_R1|e_R1|log.g1|E_log.g1|e_log.g1|rho1|E_rho1|e_rho1|Teff2|e_Teff2|[M/H]2|e_[M/H]2|M2|E_M2|e_M2|R2|E_R2|e_R2|log.g2|E_log.g2|e_log.g2|rho2|E_rho2|e_rho2|_RA|_DE
#  | | | |deg|deg|K|K|K|K|uHz|uHz|uHz|uHz| |K|K|[Sun]|[Sun]|[Msun]|[Msun]|[Msun]|[Rsun]|[Rsun]|[Rsun]|[cm/s2]|[cm/s2]|[cm/s2]|[Sun]|[Sun]|[Sun]|K|K|[Sun]|[Sun]|[Msun]|[Msun]|[Msun]|[Rsun]|[Rsun]|[Rsun]|[cm/s2]|[cm/s2]|[cm/s2]|[Sun]|[Sun]|[Sun]|deg|deg
# --------|---|---|-----------------|------|------|-----|-----|-----|-----|-----|-----|------|-----|---------------------------------------------|----|---|-----|-----|--------|--------|--------|--------|--------|--------|---------|---------|---------|-----------|-----------|-----------|----|---|-----|-----|--------|--------|--------|--------|--------|--------|---------|---------|---------|-----------|-----------|-----------|----------|----------
 9727675|  1|  0|J19521013+4624568|80.467| 9.765| 5110|   84| 4825|   75| 6.00| 0.12| 68.43| 2.68|PUBLIC                                       |4828| 73| 0.26| 0.05|    2.16|    0.21|    0.26|   10.31|    0.40|    0.46|    2.745|    0.013|    0.015|    0.00197|    0.00005|    0.00006|4818| 73| 0.33| 0.05|    2.16|    0.21|    0.22|   10.33|    0.41|    0.41|    2.744|    0.014|    0.013|    0.00196|    0.00006|    0.00005|298.042240|+46.415798
 9728845|  1|  0|J19532969+4628109|80.629| 9.592| 4642|   78| 4421|   71| 3.09| 0.06| 28.15| 0.58|KASC,PUBLIC                                  |4451| 72| 0.30| 0.04|    1.77|    0.17|    0.15|   15.01|    0.58|    0.55|    2.334|    0.010|    0.010|    0.00052|    0.00002|    0.00002|4541| 72| 0.41| 0.04|    1.82|    0.18|    0.16|   15.17|    0.61|    0.59|    2.337|    0.010|    0.010|    0.00052|    0.00002|    0.00002|298.373720|+46.469711
 9667930|  1|  0|J19534454+4623415|80.584| 9.518| 5206|  100| 5022|   94| 6.06| 0.14| 67.75| 1.81|SEIS_INTEREST,PUBLIC                         |4872| 83| 0.03| 0.05|    2.02|    0.17|    0.29|   10.06|    0.35|    0.61|    2.739|    0.011|    0.015|    0.00200|    0.00008|    0.00007|4851| 83| 0.03| 0.05|    1.97|    0.20|    0.25|    9.93|    0.44|    0.52|    2.737|    0.012|    0.014|    0.00200|    0.00008|    0.00007|298.435580|+46.394871
 9788834|  1|  0|J19531258+4630191|80.636| 9.653| 4746|   83| 4526|   76| 3.78| 0.09| 31.59| 1.14|PUBLIC                                       |4487| 82| 0.06| 0.05|    1.13|    0.16|    0.14|   11.28|    0.61|    0.54|    2.385|    0.016|    0.015|    0.00078|    0.00003|    0.00003|4568| 82| 0.11| 0.05|    1.16|    0.18|    0.15|   11.40|    0.65|    0.57|    2.390|    0.017|    0.015|    0.00078|    0.00003|    0.00003|298.302430|+46.505310
 9909804|  1|  0|J19540108+4642419|80.887| 9.634| 4966|   80| 4753|   74| 4.42| 0.14| 37.26| 0.83|PUBLIC                                       |4797| 94|-0.26| 0.06|    1.10|    0.18|    0.14|   10.14|    0.60|    0.58|    2.471|    0.011|    0.010|    0.00106|    0.00006|    0.00005|4796| 94|-0.31| 0.06|    1.10|    0.18|    0.14|   10.12|    0.62|    0.55|    2.472|    0.011|    0.010|    0.00106|    0.00006|    0.00005|298.504520|+46.711639
 9970830|  1|  0|J19551809+4648074|81.077| 9.488| 5057|  111| 4816|  101| 5.06| 0.13| 52.00| 1.68|RC,PUBLIC,LUMINOUS_RGB                       |4792| 81| 0.08| 0.05|    1.85|    0.14|    0.25|   11.01|    0.34|    0.61|    2.620|    0.013|    0.015|    0.00139|    0.00005|    0.00005|4792| 81| 0.10| 0.05|    1.85|    0.14|    0.24|   11.03|    0.36|    0.58|    2.621|    0.013|    0.014|    0.00139|    0.00005|    0.00005|298.825410|+46.802078
 9790050|  1|  0|J19543657+4633104|80.798| 9.467| 4985|  102| 4827|   96| 5.28| 0.10| 55.72| 1.25|SEIS_INTEREST,PUBLIC                         |4754| 79| 0.11| 0.05|    1.85|    0.14|    0.22|   10.67|    0.33|    0.53|    2.646|    0.011|    0.012|    0.00152|    0.00005|    0.00004|4764| 79| 0.15| 0.05|    1.89|    0.12|    0.26|   10.80|    0.27|    0.63|    2.648|    0.010|    0.013|    0.00152|    0.00005|    0.00004|298.652400|+46.552891
 9910166|  1|  0|J19542487+4643092|80.928| 9.578| 4780|  106| 4538|   96| 3.41| 0.08| 33.65| 0.92|PUBLIC                                       |4802| 89|-0.13| 0.06|    2.33|    0.25|    0.30|   15.39|    0.67|    0.87|    2.428|    0.013|    0.014|    0.00064|    0.00002|    0.00002|4799| 89|-0.16| 0.06|    2.32|    0.24|    0.30|   15.37|    0.67|    0.85|    2.428|    0.013|    0.014|    0.00064|    0.00002|    0.00002|298.603640|+46.719231
10817660|  1|  0|J19545379+4810101|82.249|10.224| 5037|  108| 4865|  101| 4.78| 0.10| 48.96| 1.55|PUBLIC                                       |4843| 91|-0.18| 0.06|    1.85|    0.23|    0.18|   11.38|    0.57|    0.47|    2.593|    0.014|    0.015|    0.00125|    0.00004|    0.00004|4830| 91|-0.22| 0.06|    1.84|    0.22|    0.19|   11.35|    0.55|    0.50|    2.592|    0.014|    0.015|    0.00126|    0.00004|    0.00004|298.724150|+48.169472
10880958|  1|  0|J19551232+4817344|82.383|10.241| 4679|  113| 4514|  106| 4.10| 0.10| 33.23| 1.20|PUBLIC                                       |4591| 87|-0.08| 0.06|    1.00|    0.15|    0.09|   10.28|    0.55|    0.37|    2.415|    0.015|    0.012|    0.00092|    0.00003|    0.00003|4644| 87|-0.07| 0.06|    1.02|    0.14|    0.10|   10.36|    0.51|    0.38|    2.417|    0.015|    0.012|    0.00092|    0.00003|    0.00003|298.801360|+48.292889
10881810|  1|  0|J19561757+4812225|82.398|10.040| 4983|  104| 4796|   97|11.77| 0.22|146.81| 3.18|PUBLIC                                       |4767| 86|-0.06| 0.06|    1.33|    0.13|    0.12|    5.58|    0.21|    0.21|    3.068|    0.011|    0.011|    0.00766|    0.00020|    0.00021|4774| 86|-0.06| 0.06|    1.33|    0.13|    0.12|    5.58|    0.21|    0.21|    3.068|    0.011|    0.011|    0.00765|    0.00021|    0.00020|299.073210|+48.206261
10753962|  1|  0|J19563508+4801004|82.256| 9.904| 5075|  110| 4846|  100| 7.90| 0.15|107.49| 3.59|PUBLIC                                       |4930| 82| 0.05| 0.05|    2.52|    0.28|    0.31|    9.02|    0.36|    0.41|    2.931|    0.014|    0.016|    0.00346|    0.00009|    0.00009|4894| 82| 0.05| 0.05|    2.49|    0.28|    0.32|    8.96|    0.36|    0.43|    2.928|    0.014|    0.016|    0.00346|    0.00009|    0.00009|299.146180|+48.016788
10684837|  1|  0|J19535439+4756543|81.970|10.260| 5255|  104| 5032|   95| 7.06| 0.12| 88.09| 2.49|PUBLIC                                       |5043| 92|-0.21| 0.06|    2.39|    0.24|    0.25|    9.55|    0.40|    0.36|    2.856|    0.013|    0.013|    0.00274|    0.00007|    0.00007|4976| 92|-0.28| 0.06|    2.31|    0.25|    0.29|    9.43|    0.43|    0.45|    2.851|    0.013|    0.014|    0.00275|    0.00007|    0.00007|298.476650|+47.948441
10554179|  1|  0|J19534542+4742439|81.749|10.165| 5230|  110| 5076|  104| 3.29| 0.87| 31.78| 2.71|PUBLIC                                       |4888|111|-0.69| 0.08|    1.61|    0.81|    0.62|   13.22|    3.07|    2.71|    2.399|    0.036|    0.038|    0.00070|    0.00017|    0.00015|4863|111|-0.83| 0.08|    1.34|    0.72|    0.46|   12.15|    2.91|    2.04|    2.394|    0.036|    0.038|    0.00074|    0.00015|    0.00015|298.439300|+47.712219
10553844|  1|  0|J19531960+4744079|81.733|10.240| 4901|   85| 4753|   80| 5.76| 0.12| 59.32| 2.23|PUBLIC                                       |4804| 92|-0.22| 0.06|    1.53|    0.24|    0.20|    9.43|    0.52|    0.48|    2.673|    0.019|    0.019|    0.00182|    0.00006|    0.00006|4801| 92|-0.26| 0.06|    1.52|    0.24|    0.21|    9.41|    0.52|    0.49|    2.672|    0.019|    0.019|    0.00183|    0.00006|    0.00006|298.331700|+47.735550
10619191|  1|  0|J19533486+4753550|81.899|10.283| 4829|   92| 4620|   85| 4.35| 0.09| 41.49| 1.12|KASC,PUBLIC                                  |4532| 88|-0.11| 0.06|    1.48|    0.17|    0.15|   11.22|    0.48|    0.46|    2.508|    0.012|    0.013|    0.00105|    0.00003|    0.00003|4601| 88|-0.10| 0.06|    1.51|    0.18|    0.15|   11.32|    0.52|    0.46|    2.510|    0.013|    0.013|    0.00104|    0.00003|    0.00003|298.395260|+47.898628
10492041|  1|  0|J19560756+4741375|81.933| 9.810| 4859|   99| 4607|   89| 4.50| 0.12| 44.57| 0.97|PUBLIC                                       |4707| 81| 0.07| 0.05|    1.70|    0.19|    0.16|   11.50|    0.59|    0.49|    2.546|    0.010|    0.010|    0.00111|    0.00004|    0.00004|4730| 81| 0.10| 0.05|    1.71|    0.20|    0.16|   11.54|    0.58|    0.50|    2.546|    0.010|    0.010|    0.00111|    0.00004|    0.00004|299.031520|+47.693760
10426331|  1|  0|J19560526+4732387|81.798| 9.741| 4462|  114| 4224|  102| 2.60| 0.06| 19.58| 0.45|KASC,LUMINOUS_RGB                            |4330| 89|-0.13| 0.06|    1.16|    0.13|    0.12|   14.56|    0.66|    0.61|    2.174|    0.011|    0.011|    0.00037|    0.00001|    0.00001|4452| 89|-0.10| 0.06|    1.20|    0.14|    0.12|   14.76|    0.65|    0.61|    2.177|    0.011|    0.011|    0.00037|    0.00001|    0.00001|299.021940|+47.544090
10555186|  1|  0|J19545292+4743551|81.861|10.011| 4988|   95| 4817|   89|12.39| 0.29|160.67| 3.71|PUBLIC                                       |4854| 84| 0.01| 0.05|    1.45|    0.16|    0.14|    5.55|    0.25|    0.23|    3.110|    0.011|    0.012|    0.00847|    0.00028|    0.00028|4838| 84| 0.01| 0.05|    1.44|    0.15|    0.14|    5.53|    0.24|    0.23|    3.109|    0.011|    0.011|    0.00847|    0.00028|    0.00027|298.720520|+47.731998
10879372|  1|  0|J19531271+4815435|82.191|10.514| 4687|  180| 4556|  171| 3.73| 0.11| 35.11| 1.83|PUBLIC                                       |4420| 70| 0.34| 0.04|    1.50|    0.29|    0.28|   12.47|    0.84|    0.86|    2.420|    0.022|    0.024|    0.00077|    0.00003|    0.00003|4518| 70| 0.47| 0.04|    1.67|    0.33|    0.33|   13.00|    1.00|    1.04|    2.433|    0.024|    0.025|    0.00076|    0.00004|    0.00004|298.302950|+48.262089
10683647|  1|  0|J19523217+4758463|81.884|10.475| 4790|   73| 4656|   69| 4.08| 0.09| 36.96| 0.98|PUBLIC                                       |4458| 72| 0.30| 0.04|    1.32|    0.15|    0.14|   11.30|    0.49|    0.47|    2.453|    0.012|    0.013|    0.00092|    0.00003|    0.00003|4546| 72| 0.41| 0.04|    1.37|    0.14|    0.13|   11.48|    0.44|    0.45|    2.457|    0.012|    0.012|    0.00091|    0.00003|    0.00003|298.134060|+47.979542
10816214|  1|  0|J19531723+4806297|82.060|10.428| 4985|   91| 4755|   83| 4.79| 0.11| 46.18| 0.94|PUBLIC                                       |4708| 85|-0.02| 0.06|    1.50|    0.18|    0.17|   10.62|    0.43|    0.49|    2.562|    0.011|    0.011|    0.00125|    0.00005|    0.00004|4731| 85|-0.01| 0.06|    1.54|    0.15|    0.19|   10.72|    0.35|    0.55|    2.563|    0.011|    0.011|    0.00125|    0.00005|    0.00004|298.321810|+48.108269
10816748|  1|  0|J19535103+4806154|82.104|10.344| 4858|  105| 4594|   94| 3.79| 0.10| 32.16| 0.79|KASC,PUBLIC                                  |4506| 95|-0.29| 0.07|    1.20|    0.15|    0.14|   11.47|    0.57|    0.55|    2.398|    0.012|    0.013|    0.00080|    0.00003|    0.00003|4582| 95|-0.31| 0.07|    1.23|    0.16|    0.14|   11.58|    0.58|    0.55|    2.401|    0.012|    0.012|    0.00079|    0.00003|    0.00003|298.462620|+48.104301
10488243|  1|  0|J19515615+4739326|81.549|10.407| 4965|   82| 4706|   74| 4.13| 0.09| 36.53| 1.22|PUBLIC                                       |4639| 88|-0.11| 0.06|    1.29|    0.19|    0.17|   11.12|    0.60|    0.57|    2.456|    0.016|    0.016|    0.00094|    0.00003|    0.00003|4680| 88|-0.11| 0.06|    1.31|    0.19|    0.16|   11.19|    0.60|    0.55|    2.458|    0.016|    0.016|    0.00094|    0.00003|    0.00003|297.983950|+47.659081
10226276|  1|  0|J19522788+4717151|81.264|10.148| 4742|   81| 4632|   78| 5.99| 0.12| 60.59| 1.39|PUBLIC                                       |4480| 81| 0.08| 0.05|    1.26|    0.13|    0.12|    8.58|    0.34|    0.32|    2.670|    0.011|    0.012|    0.00199|    0.00006|    0.00006|4563| 81| 0.14| 0.05|    1.30|    0.13|    0.12|    8.70|    0.34|    0.34|    2.673|    0.011|    0.011|    0.00198|    0.00006|    0.00006|298.116180|+47.287540
10357764|  1|  0|J19522203+4726174|81.389|10.236| 4859|   91| 4668|   84| 4.48| 0.09| 41.73| 1.37|PUBLIC                                       |4594| 78| 0.13| 0.05|    1.39|    0.15|    0.18|   10.84|    0.42|    0.55|    2.513|    0.014|    0.016|    0.00110|    0.00003|    0.00003|4646| 78| 0.19| 0.05|    1.45|    0.13|    0.18|   11.00|    0.35|    0.56|    2.517|    0.014|    0.016|    0.00110|    0.00003|    0.00003|298.091800|+47.438190
10358632|  1|  0|J19531535+4727139|81.478|10.112| 4830|   81| 4584|   73| 4.11| 0.10| 33.30| 1.23|PUBLIC                                       |4640| 91|-0.18| 0.06|    1.01|    0.15|    0.10|   10.30|    0.54|    0.42|    2.418|    0.016|    0.013|    0.00093|    0.00003|    0.00003|4680| 91|-0.19| 0.06|    1.02|    0.15|    0.10|   10.34|    0.54|    0.41|    2.419|    0.015|    0.013|    0.00093|    0.00003|    0.00003|298.314000|+47.453869
10291535|  1|  0|J19513382+4720545|81.242|10.311| 5163|   89| 4917|   81| 8.48| 0.14|122.34| 5.76|PUBLIC                                       |4942| 88|-0.10| 0.06|        |        |        |        |        |        |         |         |         |           |           |           |4902| 88|-0.14| 0.06|        |        |        |        |        |        |         |         |         |           |           |           |297.890960|+47.348480
10552202|  1|  0|J19512486+4742307|81.550|10.508| 4956|   86| 4784|   80| 4.37| 0.09| 38.94| 0.84|KASC,PUBLIC                                  |4593|106|-0.56| 0.07|    1.28|    0.14|    0.14|   10.66|    0.42|    0.43|    2.488|    0.011|    0.012|    0.00106|    0.00003|    0.00003|4646|106|-0.63| 0.07|    1.30|    0.13|    0.13|   10.72|    0.42|    0.43|    2.491|    0.011|    0.010|    0.00105|    0.00003|    0.00003|297.853580|+47.708530
10489073|  1|  0|J19525221+4739459|81.631|10.271| 4889|   77| 4676|   71| 4.07| 0.08| 34.57| 0.81|KASC,PUBLIC                                  |4471| 74| 0.24| 0.05|    1.11|    0.13|    0.13|   10.69|    0.52|    0.51|    2.425|    0.011|    0.012|    0.00091|    0.00003|    0.00003|4556| 74| 0.34| 0.05|    1.13|    0.15|    0.14|   10.76|    0.55|    0.56|    2.427|    0.012|    0.011|    0.00091|    0.00003|    0.00003|298.217560|+47.662769
10489108|  1|  0|J19525471+4741319|81.660|10.280| 4928|   92| 4750|   86| 3.52| 0.08| 28.91| 0.92|PUBLIC                                       |4630| 94|-0.25| 0.06|    1.21|    0.15|    0.13|   12.11|    0.57|    0.55|    2.354|    0.015|    0.015|    0.00068|    0.00002|    0.00002|4673| 94|-0.28| 0.06|    1.23|    0.16|    0.14|   12.18|    0.59|    0.56|    2.356|    0.015|    0.015|    0.00068|    0.00002|    0.00002|298.228000|+47.692219
10552972|  1|  0|J19521743+4745036|81.660|10.400| 5198|   89| 5055|   85|13.81| 0.26|183.17| 5.27|PUBLIC,SEIS_DWARF                            |4879| 97|-0.33| 0.07|    1.38|    0.17|    0.15|    5.08|    0.22|    0.22|    3.167|    0.013|    0.014|    0.01056|    0.00030|    0.00030|4856| 97|-0.41| 0.07|    1.37|    0.17|    0.15|    5.06|    0.24|    0.23|    3.166|    0.014|    0.015|    0.01058|    0.00031|    0.00031|298.072660|+47.751019
10552614|  1|  0|J19515315+4747405|81.665|10.480| 5049|   80| 4764|   71| 4.62| 0.10| 43.94| 0.92|PUBLIC                                       |4784| 85|-0.04| 0.06|    1.54|    0.12|    0.14|   10.98|    0.36|    0.40|    2.544|    0.009|    0.011|    0.00116|    0.00003|    0.00003|4787| 85|-0.04| 0.06|    1.54|    0.12|    0.14|   10.98|    0.35|    0.39|    2.544|    0.009|    0.011|    0.00116|    0.00003|    0.00003|297.971470|+47.794579
10618005|  1|  0|J19521382+4753247|81.779|10.476| 4939|   80| 4674|   72| 3.81| 0.09| 31.13| 0.79|PUBLIC                                       |4574| 89|-0.13| 0.06|    1.08|    0.13|    0.11|   11.08|    0.53|    0.49|    2.384|    0.012|    0.012|    0.00080|    0.00003|    0.00003|4632| 89|-0.13| 0.06|    1.11|    0.13|    0.11|   11.17|    0.53|    0.49|    2.387|    0.012|    0.012|    0.00080|    0.00003|    0.00003|298.057590|+47.890202
10747862|  1|  0|J19501796+4802596|81.762|10.836| 4746|   89| 4538|   82| 3.71| 0.14| 30.79| 0.81|PUBLIC                                       |4431|100|-0.41| 0.07|    1.09|    0.17|    0.15|   11.17|    0.79|    0.69|    2.377|    0.013|    0.013|    0.00078|    0.00004|    0.00004|4527|100|-0.44| 0.07|    1.13|    0.18|    0.15|   11.36|    0.77|    0.70|    2.380|    0.013|    0.013|    0.00077|    0.00004|    0.00004|297.574860|+48.049889
10749112|  1|  0|J19513511+4804007|81.883|10.656| 4988|   90| 4777|   83| 5.22| 0.11| 46.02| 1.32|KASC,PUBLIC                                  |4566| 99|-0.37| 0.07|    0.98|    0.13|    0.10|    8.68|    0.43|    0.35|    2.555|    0.014|    0.013|    0.00151|    0.00004|    0.00005|4626| 99|-0.41| 0.07|    1.00|    0.13|    0.11|    8.73|    0.42|    0.36|    2.557|    0.014|    0.014|    0.00150|    0.00004|    0.00005|297.896300|+48.066872
10420822|  1|  0|J19500815+4730220|81.264|10.598| 5130|   86| 4900|   78| 6.63| 0.12| 76.15| 1.73|PUBLIC                                       |4886| 79| 0.12| 0.05|    1.94|    0.31|    0.20|    9.33|    0.52|    0.39|    2.788|    0.013|    0.013|    0.00239|    0.00007|    0.00006|4861| 79| 0.15| 0.05|    1.91|    0.33|    0.19|    9.28|    0.56|    0.37|    2.786|    0.013|    0.013|    0.00240|    0.00007|    0.00007|297.533940|+47.506111
10355672|  1|  0|J19500142+4727247|81.210|10.591| 4830|   89| 4637|   82| 4.06| 0.08| 36.29| 0.96|PUBLIC                                       |4461| 70| 0.34| 0.04|    1.28|    0.14|    0.13|   11.23|    0.47|    0.45|    2.445|    0.012|    0.013|    0.00090|    0.00003|    0.00003|4549| 70| 0.46| 0.04|    1.36|    0.10|    0.13|   11.47|    0.34|    0.46|    2.450|    0.012|    0.013|    0.00090|    0.00002|    0.00003|297.505920|+47.456879
10356057|  1|  0|J19502805+4727199|81.246|10.525| 4864|   75| 4677|   70| 6.50| 0.13| 64.74| 1.45|PUBLIC                                       |4586| 92|-0.20| 0.06|    1.16|    0.12|    0.11|    7.92|    0.32|    0.30|    2.706|    0.011|    0.011|    0.00234|    0.00007|    0.00007|4641| 92|-0.22| 0.06|    1.18|    0.12|    0.11|    7.97|    0.33|    0.31|    2.707|    0.011|    0.011|    0.00233|    0.00007|    0.00007|297.616910|+47.455528
10290315|  1|  0|J19501329+4723597|81.176|10.534| 4799|   79| 4559|   72| 4.28| 0.12| 37.95| 1.28|KASC,PUBLIC                                  |4499| 74| 0.24| 0.05|    1.21|    0.18|    0.19|   10.66|    0.60|    0.69|    2.466|    0.016|    0.016|    0.00100|    0.00004|    0.00004|4577| 74| 0.34| 0.05|    1.30|    0.16|    0.32|   10.94|    0.54|    1.06|    2.471|    0.016|    0.023|    0.00100|    0.00005|    0.00005|297.555390|+47.399940
10614707|  1|  0|J19483058+4748097|81.395|10.981| 5067|   96| 4819|   87| 4.17| 0.08| 35.04| 1.02|KASC,PUBLIC                                  |4696| 92|-0.20| 0.06|    1.13|    0.13|    0.13|   10.58|    0.45|    0.46|    2.441|    0.014|    0.014|    0.00095|    0.00003|    0.00003|4721| 92|-0.22| 0.06|    1.13|    0.13|    0.12|   10.59|    0.44|    0.44|    2.442|    0.013|    0.014|    0.00095|    0.00003|    0.00003|297.127440|+47.802711
10550429|  1|  0|J19492290+4746588|81.448|10.843| 5047|   83| 4936|   80|10.66| 0.22|133.98| 3.06|PUBLIC                                       |4763| 83| 0.02| 0.05|    1.48|    0.15|    0.14|    6.18|    0.26|    0.24|    3.027|    0.011|    0.011|    0.00629|    0.00018|    0.00018|4771| 83| 0.04| 0.05|    1.49|    0.16|    0.14|    6.19|    0.25|    0.24|    3.027|    0.011|    0.011|    0.00628|    0.00018|    0.00018|297.345430|+47.783009
10614602|  1|  0|J19482410+4751221|81.434|11.022| 4785|   87| 4563|   79| 2.37| 0.08| 18.27| 1.20|PUBLIC                                       |4464| 99|-0.37| 0.07|    1.25|    0.32|    0.28|   15.90|    1.39|    1.36|    2.132|    0.030|    0.031|    0.00031|    0.00002|    0.00001|4551| 99|-0.40| 0.07|    1.35|    0.34|    0.30|   16.35|    1.37|    1.40|    2.142|    0.029|    0.030|    0.00031|    0.00001|    0.00002|297.100460|+47.856140
10485765|  1|  0|J19491037+4737151|81.286|10.796| 4943|   80| 4743|   73| 6.05| 0.12| 63.84| 1.38|PUBLIC                                       |4630| 88|-0.10| 0.06|    1.51|    0.15|    0.14|    9.06|    0.35|    0.35|    2.701|    0.010|    0.010|    0.00202|    0.00005|    0.00006|4673| 88|-0.09| 0.06|    1.53|    0.14|    0.14|    9.10|    0.34|    0.34|    2.702|    0.011|    0.011|    0.00202|    0.00006|    0.00006|297.293240|+47.620880
10418503|  1|  0|J19473219+4733062|81.090|11.005| 4488|   65| 4273|   59| 1.48| 0.03|  9.69| 0.37|KASC,PUBLIC                                  |4183| 78| 0.15| 0.05|    1.24|    0.18|    0.16|   21.74|    1.13|    1.07|    1.856|    0.018|    0.017|    0.00012|    0.00000|    0.00000|4340| 78| 0.25| 0.05|    1.33|    0.23|    0.19|   22.28|    1.36|    1.30|    1.865|    0.018|    0.019|    0.00012|    0.00000|    0.00000|296.884120|+47.551739
10482750|  1|  0|J19454005+4737231|81.002|11.317| 4792|   76| 4548|   69| 3.86| 0.12| 36.39| 0.85|PUBLIC                                       |4531| 74| 0.24| 0.05|    1.61|    0.21|    0.21|   12.53|    0.74|    0.72|    2.449|    0.011|    0.011|    0.00082|    0.00004|    0.00004|4600| 74| 0.33| 0.05|    1.66|    0.24|    0.23|   12.66|    0.78|    0.77|    2.452|    0.011|    0.011|    0.00082|    0.00004|    0.00004|296.416900|+47.623089
10483504|  1|  0|J19463392+4739249|81.106|11.199| 5144|   80| 4952|   74| 8.58| 0.16|103.29| 2.19|KASC,PUBLIC                                  |4870| 89|-0.14| 0.06|    1.70|    0.16|    0.17|    7.48|    0.29|    0.30|    2.919|    0.010|    0.011|    0.00405|    0.00012|    0.00011|4850| 89|-0.17| 0.06|    1.68|    0.16|    0.16|    7.46|    0.28|    0.29|    2.919|    0.010|    0.011|    0.00406|    0.00012|    0.00011|296.641330|+47.656921
10678016|  1|  0|J19455815+4759527|81.364|11.448| 4859|   96| 4632|   87| 3.72| 0.09| 30.93| 1.54|PUBLIC                                       |4438|105|-0.54| 0.07|    1.04|    0.18|    0.18|   11.01|    0.74|    0.66|    2.365|    0.021|    0.023|    0.00077|    0.00003|    0.00003|4532|105|-0.59| 0.07|    1.07|    0.20|    0.20|   11.19|    0.73|    0.75|    2.371|    0.023|    0.024|    0.00077|    0.00003|    0.00003|296.492310|+47.997990
